ma_cd,bat_dau,ket_thuc,tram_muon,tram_tra,ma_kh,loai_xe,quang_duong_km,danh_gia
CD02242,10/08/2025 06:25,10/08/2025 07:08,HA02,HA01,,xe máy điện,15.2,Bình thường
CD02243,10/08/2025 07:29,10/08/2025 07:57,DN01,DN02,,Xe máy điện,11.2,Hài lòng
CD02244,10/08/2025 12:48,10/08/2025 13:29,DN01,DN03,KH0403,Xe may dien,17.0,Rất hài lòng
CD02245,10/08/2025 17:02,10/08/2025 17:20,DN01,DN02,KH0044,Xe đạp điện,5.1,Rất hài lòng
CD02246,10/08/2025 17:32,10/08/2025 17:51,DN02,DN02,KH0308,Xe dap,2.8,Bình thường
CD02247,10/08/2025 18:02,10/08/2025 18:24,DN01,DN01,KH0444,Xe máy điện,4.6,Bình thường
CD02248,10/08/2025 18:50,10/08/2025 20:19,DN03,DN01,,Xe máy điện,39.7,Hài lòng
CD02249,10/08/2025 19:29,10/08/2025 20:05,DN01,DN01,KH0479,XE ĐẠP,7.2,Bình thường
CD02250,10/08/2025 20:38,10/08/2025 21:13,HA02,HA01,KH0329,Xe đạp điện,10.5,
CD02251,11/08/2025 06:46,11/08/2025 07:01,DN02,DN02,,Xe dap,2.1,
CD02252,11/08/2025 08:46,11/08/2025 08:54,HA02,HA02,KH0353,Xe đạp điện,2.4,Hài lòng
CD02253,11/08/2025 09:36,11/08/2025 11:12,HA01,HA02,KH0226,Xe máy điện,34.3,Hài lòng
CD02254,11/08/2025 09:49,11/08/2025 10:08,DN03,DN01,KH0397,XE ĐẠP ĐIỆN,4.6,Hài lòng
CD02255,11/08/2025 12:34,11/08/2025 12:51,DN03,DN02,KH0391,Xe đạp điện,6.5,Hài lòng
CD02256,11/08/2025 12:53,11/08/2025 13:18,DN03,DN04,KH0155,Xe máy điện,,Rất hài lòng
CD02257,11/08/2025 13:33,11/08/2025 13:47,DN03,DN03,KH0285,Xe đạp,3.0,Rất hài lòng
CD02258,11/08/2025 14:09,11/08/2025 14:27,HA01,HA02,KH0347,Xe đạp,3.6,Hài lòng
CD02259,11/08/2025 14:23,11/08/2025 14:42,HA02,HA01,KH0340,Xe máy điện,6.7,Rất hài lòng
CD02260,11/08/2025 14:54,11/08/2025 15:08,DN02,DN01,KH0014,Xe máy điện,6.5,Rất hài lòng
CD02261,11/08/2025 15:21,11/08/2025 16:08,DN03,DN03,KH0185,Xe đạp điện,16.8,Hài lòng
CD02262,11/08/2025 15:41,11/08/2025 16:18,DN02,DN02,KH0035,Xe máy điện,16.2,Hài lòng
CD02263,11/08/2025 16:23,11/08/2025 16:40,DN03,DN02,,Xe đạp,2.5,Bình thường
CD02264,11/08/2025 17:15,11/08/2025 17:36,HA02,HA01,KH0283,Xe đạp,2.1,
CD02265,11/08/2025 17:49,11/08/2025 18:23,DN02,DN02,KH0051,Xe máy điện,13.7,
CD02266,11/08/2025 18:12,11/08/2025 18:39,DN02,DN03,,Xe đạp điện,7.4,Bình thường
CD02267,11/08/2025 19:36,11/08/2025 20:06,HA02,HA02,KH0473,Xe đạp,3.8,
CD02268,11/08/2025 21:21,11/08/2025 21:45,HA02,HA02,KH0398,Xe đạp điện,,
CD02269,12/08/2025 05:36,12/08/2025 05:50,DN03,DN03,KH0290,XE ĐẠP ĐIỆN,4.6,Rất hài lòng
CD02270,12/08/2025 06:01,12/08/2025 06:46,DN01,DN04,,xe đạp,11.5,Hài lòng
CD02271,12/08/2025 06:13,12/08/2025 06:39,DN02,DN04,,Xe đạp,6.0,Hài lòng
CD02272,12/08/2025 06:48,12/08/2025 07:39,HA02,HA01,KH0160,Xe máy điện,16.2,Rất hài lòng
CD02273,12/08/2025 07:02,12/08/2025 07:31,DN03,DN01,KH0092,Xe đạp,4.8,Bình thường
CD02274,12/08/2025 07:02,12/08/2025 07:43,HA01,HA01,,Xe dap dien,10.9,Hài lòng
CD02275,12/08/2025 07:15,12/08/2025 07:39,DN04,DN02,KH0209,Xe đạp điện,7.4,Hài lòng
CD02276,12/08/2025 07:39,12/08/2025 07:58,DN03,DN03,,Xe đạp,3.6,Hài lòng
CD02277,12/08/2025 09:19,12/08/2025 09:39,DN01,DN04,,Xe đạp,3.3,Hài lòng
CD02278,12/08/2025 12:20,12/08/2025 12:51,DN03,DN01,KH0138,Xe đạp điện,8.8,
CD02279,12/08/2025 14:04,12/08/2025 14:28,HA01,HA02,,Xe đạp điện,6.6,Hài lòng
CD02280,12/08/2025 14:15,12/08/2025 14:45,HA01,HA02,KH0120,Xe đạp điện,9.5,Hài lòng
CD02281,12/08/2025 17:23,12/08/2025 17:55,HA01,HA02,,Xe máy điện,14.5,Hài lòng
CD02281,12/08/2025 17:23,12/08/2025 17:55,HA01,HA02,,Xe máy điện,14.5,Hài lòng
CD02282,12/08/2025 17:41,12/08/2025 18:01,HA01,HA01,,XE MÁY ĐIỆN,7.0,Rất hài lòng
CD02283,12/08/2025 18:25,12/08/2025 18:30,DN01,DN01,,Xe đạp,1.3,Bình thường
CD02284,12/08/2025 19:00,12/08/2025 19:35,DN01,DN03,KH0286,Xe máy điện,16.6,Hài lòng
CD02285,13/08/2025 05:33,13/08/2025 06:14,HA01,HA01,,Xe đạp,4.4,Hài lòng
CD02285,13/08/2025 05:33,13/08/2025 06:14,HA01,HA01,,Xe đạp,4.4,Hài lòng
CD02286,13/08/2025 07:01,13/08/2025 07:47,DN01,DN01,KH0299,Xe máy điện,17.1,Hài lòng
CD02287,13/08/2025 07:52,13/08/2025 08:14,DN03,DN02,KH0118, Xe máy điện,7.9,Bình thường
CD02288,13/08/2025 08:11,13/08/2025 08:39,HA01,HA01,KH0235,Xe máy điện,12.5,Hài lòng
CD02289,13/08/2025 11:02,13/08/2025 11:26,DN04,DN01,KH0248,Xe đạp điện,6.2,Bình thường
CD02290,13/08/2025 17:24,13/08/2025 17:37,DN03,DN01,KH0199,Xe máy điện,6.1,Hài lòng
CD02291,13/08/2025 18:01,13/08/2025 18:22,DN02,DN02,,Xe máy điện,6.6,Hài lòng
CD02292,13/08/2025 19:22,13/08/2025 19:38,DN03,DN02,,Xe đạp điện,4.6,
CD02293,13/08/2025 19:34,13/08/2025 19:48,DN04,DN02,KH0407,Xe đạp,2.3,Không hài lòng
CD02294,14/08/2025 05:40,14/08/2025 06:28,DN02,DN01,KH0146,Xe may dien,22.8,Rất hài lòng
CD02295,14/08/2025 06:37,14/08/2025 06:56,DN04,DN04,KH0066,Xe đạp điện,,Hài lòng
CD02296,14/08/2025 07:43,14/08/2025 08:51,HA01,HA01,KH0303,Xe máy điện,23.8,Hài lòng
CD02297,14/08/2025 09:14,14/08/2025 09:27,DN03,DN01,KH0362,Xe đạp điện  ,4.3,
CD02298,14/08/2025 09:45,14/08/2025 10:16,HA01,HA01,KH0373,Xe đạp,6.3,Hài lòng
CD02299,14/08/2025 14:56,14/08/2025 15:13,HA01,HA02,KH0263,Xe đạp điện,4.1,Bình thường
CD02300,14/08/2025 16:50,14/08/2025 17:15,DN03,DN01,KH0437,Xe máy điện,8.1,
CD02301,14/08/2025 18:06,14/08/2025 18:16,DN02,DN02,KH0457,Xe đạp,2.5,Rất hài lòng
CD02302,14/08/2025 18:10,14/08/2025 18:28,HA01,HA01,,Xe đạp điện,4.1,Hài lòng
CD02303,14/08/2025 18:15,14/08/2025 18:52,DN01,DN02,KH0223,Xe máy điện,20.8,Hài lòng
CD02304,14/08/2025 19:56,14/08/2025 20:11,DN03,DN01,,XE MÁY ĐIỆN,6.1,
CD02305,15/08/2025 06:16,15/08/2025 06:43,DN02,DN02,KH0126,Xe máy điện,6.9,Rất hài lòng
CD02306,15/08/2025 06:20,15/08/2025 06:59,DN01,DN04,KH0011,Xe máy điện,15.7,Không hài lòng
CD02307,15/08/2025 06:39,15/08/2025 07:16,HA01,HA01,KH0080, Xe máy điện,18.0,
CD02308,15/08/2025 07:55,15/08/2025 09:16,DN01,DN01,KH0128,Xe máy điện,33.6,Hài lòng
CD02309,15/08/2025 08:12,15/08/2025 08:21,DN02,DN04,,XE ĐẠP,1.9,Hài lòng
CD02310,15/08/2025 08:45,15/08/2025 08:46,DN03,DN03,,Xe đạp điện,0.0,
CD02311,15/08/2025 10:10,15/08/2025 10:37,HA02,HA01,KH0457,Xe đạp,4.7,Hài lòng
CD02312,15/08/2025 12:42,15/08/2025 14:06,HA01,HA01,,Xe máy điện,42.5,
CD02313,15/08/2025 15:18,15/08/2025 15:29,HA02,HA02,,Xe dap,2.1,Rất hài lòng
CD02314,15/08/2025 16:46,15/08/2025 17:00,DN01,DN04,,Xe đạp điện,3.3,Hài lòng
CD02315,15/08/2025 17:15,15/08/2025 17:28,HA01,HA01,KH0340,Xe đạp điện,4.5,Hài lòng
CD02316,15/08/2025 17:37,15/08/2025 18:12,DN01,DN02,,Xe đạp điện,10.8,Hài lòng
CD02317,15/08/2025 18:01,15/08/2025 18:54,DN02,DN01,KH0105,Xe máy điện,22.0,Hài lòng
CD02318,15/08/2025 18:03,15/08/2025 18:15,DN02,DN03,,Xe đạp,2.0,Bình thường
CD02318,15/08/2025 18:03,15/08/2025 18:15,DN02,DN03,,Xe đạp,2.0,Bình thường
CD02319,15/08/2025 18:11,15/08/2025 18:37,DN02,DN01,,Xe máy điện,13.7,Hài lòng
CD02320,15/08/2025 18:42,15/08/2025 19:02,HA01,HA01,,Xe đạp điện,7.0,Hài lòng
CD02321,15/08/2025 18:52,15/08/2025 19:17,DN04,DN02,KH0274,Xe đạp điện,6.1,Không hài lòng
CD02322,15/08/2025 21:24,15/08/2025 21:47,DN03,DN03,KH0209,Xe đạp điện,5.2,Hài lòng
CD02323,16/08/2025 07:09,16/08/2025 07:44,HA01,HA01,KH0056,Xe máy điện,13.3,Rất hài lòng
CD02324,16/08/2025 10:06,16/08/2025 10:28,DN02,DN04,KH0496,Xe đạp,2.8,Bình thường
CD02325,16/08/2025 11:17,16/08/2025 11:33,HA02,HA02,,Xe đạp điện,4.2,
CD02326,16/08/2025 14:40,16/08/2025 14:53,DN03,DN02,,Xe máy điện,3.8,Rất hài lòng
CD02327,16/08/2025 16:19,16/08/2025 17:18,DN04,DN01,KH0433,Xe máy điện,28.4,Bình thường
CD02328,16/08/2025 16:45,16/08/2025 17:02,HA01,HA02,,Xe đạp điện,3.6,Bình thường
CD02329,16/08/2025 18:07,16/08/2025 19:07,HA01,HA02,,Xe máy điện,20.3,Hài lòng
CD02330,16/08/2025 19:08,16/08/2025 19:56,HA02,HA01,,Xe may dien,13.5,Hài lòng
CD02331,16/08/2025 19:18,16/08/2025 19:32,DN01,DN02,KH0002,Xe máy điện,6.2,
CD02332,16/08/2025 19:30,16/08/2025 19:44,DN01,DN03,KH0138,Xe máy điện,4.4,Hài lòng
CD02333,16/08/2025 20:13,16/08/2025 20:53,HA01,HA01,KH0043,Xe máy điện,20.6,Bình thường
CD02334,16/08/2025 20:26,16/08/2025 21:22,DN04,DN04,,Xe máy điện,19.2,Rất hài lòng
CD02335,16/08/2025 20:31,16/08/2025 21:04,HA01,HA02,KH0386,Xe đạp điện,9.1,Rất hài lòng
CD02336,16/08/2025 21:07,16/08/2025 21:42,DN03,DN04,KH0166,Xe đạp điện,6.7,Không hài lòng
CD02337,16/08/2025 22:09,16/08/2025 22:44,HA02,HA01,KH0258,Xe đạp điện,4.7,Rất hài lòng
CD02338,17/08/2025 06:19,17/08/2025 06:36,HA02,HA01,,Xe đạp điện,3.8,
CD02339,17/08/2025 06:55,17/08/2025 07:23,DN03,DN03,KH0362,Xe máy điện,7.8,Rất hài lòng
CD02340,17/08/2025 08:11,17/08/2025 08:59,DN04,DN03,KH0104,Xe đạp,10.4,
CD02341,17/08/2025 10:07,17/08/2025 10:29,HA01,HA01,,Xe đạp điện,6.2,Hài lòng
CD02342,17/08/2025 10:18,17/08/2025 11:47,HA02,HA01,KH0428, Xe máy điện,36.2,Bình thường
CD02343,17/08/2025 10:21,17/08/2025 11:05,DN02,DN03,KH0177,Xe máy điện,13.9,Hài lòng
CD02344,17/08/2025 11:39,17/08/2025 12:09,DN03,DN03,KH0122,XE MÁY ĐIỆN,16.8,Rất hài lòng
CD02345,17/08/2025 13:01,17/08/2025 13:24,DN02,DN03,KH0152,Xe máy điện,6.5,Hài lòng
CD02346,17/08/2025 13:47,17/08/2025 13:53,HA01,HA01,,Xe dap,1.5,Bình thường
CD02347,17/08/2025 14:31,17/08/2025 14:52,DN02,DN03,KH0437,xe máy điện,7.4,
CD02348,17/08/2025 17:48,17/08/2025 18:23,HA01,HA02,KH0106,Xe máy điện,11.8,Rất hài lòng
CD02349,17/08/2025 18:22,17/08/2025 18:51,DN03,DN01,KH0430,Xe máy điện,10.7,Bình thường
CD02350,17/08/2025 18:48,17/08/2025 19:19,HA02,HA01,KH0307,Xe đạp điện,8.5,Hài lòng
CD02351,17/08/2025 19:40,17/08/2025 19:57,DN03,DN02,KH0253,Xe đạp điện,4.4,Bình thường
CD02352,17/08/2025 19:56,17/08/2025 20:18,DN04,DN01,KH0495,Xe đạp điện,5.9,Hài lòng
CD02353,17/08/2025 19:57,17/08/2025 20:10,DN01,DN03,KH0443,Xe đạp,2.9,Không hài lòng
CD02354,17/08/2025 20:06,17/08/2025 20:27,HA02,HA02,KH0197,Xe máy điện,9.5,
CD02355,18/08/2025 05:33,18/08/2025 05:58,DN03,DN03,KH0331,XE ĐẠP ĐIỆN,7.4,Bình thường
CD02356,18/08/2025 06:56,18/08/2025 07:21,DN02,DN03,KH0355,Xe máy điện,12.3,Rất hài lòng
CD02357,18/08/2025 07:02,18/08/2025 07:31,DN04,DN01,KH0170,Xe máy điện,9.8,
CD02358,18/08/2025 07:07,18/08/2025 08:29,HA01,HA01,,Xe máy điện,33.4,Hài lòng
CD02359,18/08/2025 07:09,18/08/2025 07:49,HA01,HA02,KH0128,Xe máy điện,15.3,
CD02360,18/08/2025 07:26,18/08/2025 07:42,HA02,HA02,KH0366,Xe đạp,1.9,Hài lòng
CD02361,18/08/2025 07:42,18/08/2025 08:22,HA01,HA01,,Xe máy điện,13.0,Hài lòng
CD02362,18/08/2025 07:59,18/08/2025 08:11,DN02,DN03,KH0115,Xe đạp,1.9,Bình thường
CD02363,18/08/2025 08:49,18/08/2025 09:23,DN02,DN02,KH0303,Xe máy điện,12.3,Hài lòng
CD02364,18/08/2025 09:02,18/08/2025 09:03,DN03,DN03,KH0302,Xe đạp,0.0,
CD02365,18/08/2025 09:27,18/08/2025 09:45,DN01,DN01,KH0372,Xe đạp điện,4.5,
CD02366,18/08/2025 10:45,18/08/2025 11:13,DN02,DN02,,Xe đạp điện,7.8,Rất hài lòng
CD02367,18/08/2025 12:46,18/08/2025 13:09,HA02,HA01,KH0260,Xe đạp điện,7.5,Hài lòng
CD02368,18/08/2025 12:49,18/08/2025 13:12,HA02,HA02,KH0044,Xe đạp,5.7,Bình thường
CD02368,18/08/2025 12:49,18/08/2025 13:12,HA02,HA02,KH0044,Xe đạp,5.7,Bình thường
CD02369,18/08/2025 14:16,18/08/2025 14:24,DN02,DN04,KH0116,Xe đạp,1.7,
CD02370,18/08/2025 15:21,18/08/2025 15:34,HA01,HA01,KH0117,Xe đạp,2.4,Không hài lòng
CD02371,18/08/2025 15:23,18/08/2025 15:39,DN02,DN03,KH0109, Xe đạp,2.1,
CD02372,18/08/2025 15:24,18/08/2025 15:30,DN04,DN03,KH0440,Xe đạp,1.5,Hài lòng
CD02373,18/08/2025 15:29,18/08/2025 15:45,DN03,DN02,,Xe đạp điện,4.3,
CD02374,18/08/2025 16:07,18/08/2025 16:26,DN02,DN03,,Xe đạp điện,5.3,Hài lòng
CD02375,18/08/2025 16:51,18/08/2025 17:09,DN03,DN01,,Xe máy điện,7.8,Hài lòng
CD02376,18/08/2025 16:56,18/08/2025 17:56,DN02,DN03,,Xe máy điện,21.1,Hài lòng
CD02377,18/08/2025 17:02,18/08/2025 18:30,HA01,HA01,,Xe máy điện,33.5,Hài lòng
CD02378,18/08/2025 17:28,,DN02,DN04,KH0081,Xe máy điện,6.5,Hài lòng
CD02379,18/08/2025 17:46,18/08/2025 18:02,DN02,DN02,,Xe đạp điện,4.1,Bình thường
CD02380,18/08/2025 18:25,18/08/2025 18:59,DN01,DN04,KH0003,XE ĐẠP ĐIỆN,7.7,Bình thường
CD02381,18/08/2025 18:39,18/08/2025 18:45,DN02,DN01,,Xe đạp,1.3,Không hài lòng
CD02382,18/08/2025 18:54,18/08/2025 19:45,DN04,DN02,,XE MÁY ĐIỆN,19.5,Bình thường
CD02383,19/08/2025 05:30,,DN03,DN02,KH0432,Xe đạp điện,10.1,Bình thường
CD02384,19/08/2025 06:05,19/08/2025 06:59,HA01,HA02,KH0067,xe đạp điện,15.7,
CD02385,19/08/2025 06:49,19/08/2025 07:17,HA01,HA01,KH0073,Xe máy điện,8.7,
CD02386,19/08/2025 07:56,19/08/2025 08:37,DN01,DN04,KH0461,Xe máy điện,18.2,
CD02387,19/08/2025 09:17,19/08/2025 10:40,HA02,HA01,,Xe máy điện,31.0,
CD02388,19/08/2025 09:32,19/08/2025 10:22,DN03,DN02,,Xe đạp,10.9,Bình thường
CD02389,19/08/2025 11:03,19/08/2025 11:32,DN02,DN03,KH0067,Xe đạp điện,7.4,
CD02390,19/08/2025 13:28,19/08/2025 13:49,DN01,DN01,KH0090,Xe đạp,3.2,Bình thường
CD02391,19/08/2025 15:26,19/08/2025 16:07,HA01,HA02,,Xe máy điện,15.6,Hài lòng
CD02392,19/08/2025 15:48,19/08/2025 16:05,HA01,HA01,,Xe đạp điện,4.0,Hài lòng
CD02393,19/08/2025 16:04,19/08/2025 16:26,DN01,DN01,KH0463,Xe đạp điện,6.3,Rất hài lòng
CD02394,19/08/2025 16:55,19/08/2025 17:13,DN02,DN01,KH0424,Xe máy điện,6.2,Hài lòng
CD02395,19/08/2025 17:17,19/08/2025 17:26,DN01,DN02,KH0113,Xe đạp,1.8,Bình thường
CD02396,19/08/2025 17:26,19/08/2025 17:41,DN01,DN03,KH0389,Xe đạp,2.7,
CD02397,19/08/2025 18:53,19/08/2025 19:15,DN04,DN03,,Xe đạp điện,6.4,
CD02398,19/08/2025 19:30,19/08/2025 20:00,DN02,DN01,,xe máy điện,12.4,
CD02399,19/08/2025 20:44,19/08/2025 21:06,DN02,DN01,KH0067,Xe máy điện,8.5,
CD02400,19/08/2025 22:54,19/08/2025 23:24,HA01,HA01,KH0196,Xe máy điện,12.6,Hài lòng
CD02400,19/08/2025 22:54,19/08/2025 23:24,HA01,HA01,KH0196,Xe máy điện,12.6,Hài lòng
CD02401,20/08/2025 06:01,20/08/2025 06:13,HA01,HA01,,Xe đạp,2.7,Hài lòng
CD02402,20/08/2025 06:27,20/08/2025 06:54,DN02,DN02,KH0378,Xe dap dien,,Hài lòng
CD02403,20/08/2025 06:41,20/08/2025 07:19,HA02,HA01,,Xe đạp điện,10.5,Hài lòng
CD02404,20/08/2025 06:51,20/08/2025 07:11,DN01,DN02,KH0311,Xe đạp,3.6,
CD02405,20/08/2025 06:58,20/08/2025 07:17,DN04,DN01,KH0099,Xe đạp,3.4,
CD02406,20/08/2025 08:18,20/08/2025 08:51,DN04,DN02,,Xe máy điện,11.4,
CD02407,20/08/2025 08:18,20/08/2025 08:54,DN03,DN03,KH0453,Xe đạp,8.0,
CD02408,20/08/2025 08:48,20/08/2025 09:19,DN03,DN02,,Xe máy điện,11.0,Hài lòng
CD02409,20/08/2025 09:31,20/08/2025 09:54,DN01,DN03,,Xe đạp,4.8,Hài lòng
CD02410,20/08/2025 11:19,20/08/2025 11:45,DN01,DN01,,XE MÁY ĐIỆN,10.7,Rất hài lòng
CD02411,20/08/2025 11:52,20/08/2025 12:18,DN02,DN02,KH0016,Xe đạp,4.3,Không hài lòng
CD02412,20/08/2025 13:03,20/08/2025 13:15,DN02,DN03,KH0304,Xe đạp,1.7,Hài lòng
CD02413,20/08/2025 13:17,20/08/2025 13:41,DN02,DN02,KH0115,Xe máy điện,9.8,
CD02414,20/08/2025 16:49,20/08/2025 17:00,DN03,DN01,KH0071,Xe đạp,2.0,Bình thường
CD02415,20/08/2025 18:35,20/08/2025 19:03,DN03,DN03,KH0131,Xe đạp điện,8.3,
CD02416,20/08/2025 19:25,20/08/2025 19:58,HA01,HA01,KH0103,Xe máy điện,12.8,Rất hài lòng
CD02417,20/08/2025 20:09,20/08/2025 20:40,DN01,DN01,KH0278, Xe đạp,6.3,
CD02418,21/08/2025 06:47,21/08/2025 07:08,HA01,HA02,KH0157,Xe đạp,4.7,Rất hài lòng
CD02419,21/08/2025 06:59,21/08/2025 07:23,DN01,DN02,KH0495,Xe máy điện,9.5,Hài lòng
CD02420,21/08/2025 07:38,21/08/2025 08:00,DN01,DN03,,Xe đạp điện,6.0,Bình thường
CD02421,21/08/2025 07:47,21/08/2025 08:20,DN01,DN02,KH0217,Xe đạp,6.4,Rất hài lòng
CD02422,21/08/2025 09:57,21/08/2025 10:11,DN01,DN02,,XE ĐẠP ĐIỆN,3.5,
CD02423,21/08/2025 10:51,21/08/2025 11:26,DN02,DN02,KH0088,Xe đạp điện,8.2,Hài lòng
CD02424,21/08/2025 10:55,21/08/2025 11:06,DN02,DN01,KH0150,Xe đạp,1.6,
CD02425,21/08/2025 12:13,21/08/2025 12:38,HA02,HA01,KH0235,Xe đạp điện,6.4,Hài lòng
CD02426,21/08/2025 12:27,21/08/2025 12:56,HA01,HA02,,Xe đạp,4.1,Không hài lòng
CD02427,21/08/2025 12:41,21/08/2025 13:04,DN03,DN01,,Xe máy điện,9.7,
CD02428,21/08/2025 13:20,21/08/2025 13:39,HA01,HA01,KH0143,Xe đạp điện,4.4,Hài lòng
CD02429,21/08/2025 13:30,21/08/2025 14:28,HA02,HA02,KH0406,Xe đạp,12.9,Hài lòng
CD02430,21/08/2025 16:53,21/08/2025 17:06,DN01,DN01,,Xe máy điện,6.0,Không hài lòng
CD02431,21/08/2025 16:54,21/08/2025 17:28,HA01,HA02,KH0454,Xe đạp điện,11.1,Không hài lòng
CD02432,21/08/2025 17:42,21/08/2025 17:57,DN01,DN02,KH0459,Xe đạp,3.0,Không hài lòng
CD02433,21/08/2025 17:57,21/08/2025 18:07,DN01,DN04,KH0433,Xe đạp điện,-2.3,Hài lòng
CD02434,21/08/2025 20:00,21/08/2025 20:24,DN02,DN03,KH0309,Xe máy điện,6.8,
CD02435,22/08/2025 06:26,22/08/2025 06:36,DN02,DN04,KH0345,Xe đạp điện,2.6,Không hài lòng
CD02436,22/08/2025 06:32,22/08/2025 06:48,HA02,HA01,KH0457,XE ĐẠP,2.7,Bình thường
CD02437,22/08/2025 07:12,22/08/2025 07:27,HA01,HA01,,Xe đạp điện,4.5,Rất hài lòng
CD02438,22/08/2025 07:36,22/08/2025 08:11,DN02,DN01,KH0097,Xe đạp,6.8,Bình thường
CD02439,22/08/2025 07:58,22/08/2025 08:15,HA01,HA01,KH0165,Xe dap,3.2,Hài lòng
CD02440,22/08/2025 09:18,22/08/2025 09:42,DN01,DN01,,Xe may dien,9.6,Rất hài lòng
CD02441,22/08/2025 10:13,22/08/2025 10:24,HA02,HA02,KH0257,Xe đạp điện,4.0,
CD02442,22/08/2025 11:32,22/08/2025 11:56,HA01,HA02,KH0163,Xe đạp,4.8,Hài lòng
CD02443,22/08/2025 17:39,22/08/2025 18:26,DN03,DN01,KH0387,Xe đạp điện,11.1,Bình thường
CD02444,22/08/2025 17:51,22/08/2025 18:14,DN02,DN01,KH0041,Xe đạp điện,7.7,Bình thường
CD02445,22/08/2025 18:06,22/08/2025 18:29,HA01,HA01,,Xe đạp,5.6,Hài lòng
CD02446,22/08/2025 18:54,22/08/2025 19:28,DN02,DN03,KH0064,Xe máy điện,11.9,Hài lòng
CD02447,22/08/2025 19:28,22/08/2025 19:41,DN02,DN04,KH0473,Xe đạp,2.1,Bình thường
CD02448,22/08/2025 19:41,22/08/2025 20:53,HA02,HA02,,Xe đạp,11.6,Hài lòng
CD02449,23/08/2025 06:08,23/08/2025 06:41,DN02,DN03,KH0171,Xe máy điện,9.5,Rất hài lòng
CD02450,23/08/2025 06:43,23/08/2025 08:04,HA02,HA01,KH0443,Xe đạp điện,23.8,
CD02451,23/08/2025 06:56,23/08/2025 08:08,HA01,HA01,KH0106,XE MÁY ĐIỆN,23.3,Hài lòng
CD02452,23/08/2025 06:57,23/08/2025 07:17,HA02,HA02,KH0487,Xe đạp điện  ,5.4,Hài lòng
CD02453,23/08/2025 07:15,23/08/2025 07:51,HA01,HA01,KH0488,Xe máy điện,15.4,Hài lòng
CD02454,23/08/2025 08:11,23/08/2025 08:37,HA01,HA01,,Xe đạp điện,7.1,Hài lòng
CD02455,23/08/2025 08:15,23/08/2025 09:26,HA02,HA01,,Xe máy điện,24.0,Rất hài lòng
CD02456,23/08/2025 08:57,23/08/2025 09:30,DN03,DN02,KH0321,XE ĐẠP ĐIỆN,13.5,Rất hài lòng
CD02457,23/08/2025 08:58,23/08/2025 09:50,DN02,DN02,KH0216,Xe máy điện,20.1,
CD02458,23/08/2025 09:02,23/08/2025 10:21,HA01,HA01,KH0196,Xe đạp,12.6,Không hài lòng
CD02459,23/08/2025 10:26,23/08/2025 10:52,DN03,DN01,KH0506,Xe đạp điện,7.6,Hài lòng
CD02460,23/08/2025 10:52,23/08/2025 11:17,DN02,DN02,KH0235,Xe máy điện,9.2,
CD02461,23/08/2025 11:31,23/08/2025 12:54,DN03,DN04,KH0287,Xe máy điện,30.0,Bình thường
CD02462,23/08/2025 13:28,23/08/2025 13:54,DN01,DN02,,Xe máy điện,9.2,
CD02463,23/08/2025 14:51,23/08/2025 15:24,HA02,HA01,KH0200,Xe máy điện,11.7,Hài lòng
CD02464,23/08/2025 15:08,23/08/2025 15:23,DN02,DN03,KH0543,Xe đạp,3.9,
CD02465,23/08/2025 15:18,23/08/2025 15:49,DN03,DN04,KH0145,XE ĐẠP ĐIỆN,8.3,
CD02466,23/08/2025 15:54,23/08/2025 17:13,HA01,HA02,KH0223,Xe máy điện,,Hài lòng
CD02467,23/08/2025 16:24,23/08/2025 17:06,HA01,HA01,,Xe đạp điện,9.7,
CD02468,23/08/2025 16:58,23/08/2025 17:30,HA01,HA01,KH0362,Xe đạp,4.4,Rất hài lòng
CD02469,23/08/2025 17:09,23/08/2025 17:39,DN07,HA01,KH0217,XE ĐẠP ĐIỆN,6.1,Rất hài lòng
CD02470,23/08/2025 17:12,23/08/2025 17:29,DN03,DN01,KH0465,XE ĐẠP,2.4,Hài lòng
CD02471,23/08/2025 17:30,23/08/2025 17:55,DN04,DN04,,Xe đạp điện,8.6,Hài lòng
CD02472,23/08/2025 17:45,23/08/2025 18:08,DN03,DN03,,Xe đạp điện,5.5,Hài lòng
CD02473,23/08/2025 18:02,23/08/2025 18:03,DN04,DN04,KH0222,Xe đạp,0.0,Hài lòng
CD02474,23/08/2025 19:19,23/08/2025 19:40,HA01,HA02,,Xe đạp điện,4.3,Hài lòng
CD02475,23/08/2025 19:35,23/08/2025 20:04,DN02,DN01,KH0046,Xe đạp điện,8.0,Bình thường
CD02476,23/08/2025 20:27,23/08/2025 21:20,HA02,HA02,KH0259,xe máy điện,16.2,Rất hài lòng
CD02477,23/08/2025 21:55,23/08/2025 21:56,DN01,DN01,KH0348,Xe máy điện,0.1,Hài lòng
CD02478,24/08/2025 06:44,24/08/2025 07:17,DN01,DN02,,XE ĐẠP,5.2,Bình thường
CD02479,24/08/2025 06:45,24/08/2025 07:22,DN03,DN01,KH0165,Xe máy điện,10.6,Bình thường
CD02480,24/08/2025 07:17,24/08/2025 07:32,DN03,DN01,,Xe đạp,2.5,Hài lòng
CD02481,24/08/2025 07:25,24/08/2025 08:14,DN01,DN02,,Xe dap dien,12.9,Rất hài lòng
