ma_gd,thoi_gian,ma_cn,ma_kh,ma_sp,so_luong,kenh,thoi_gian_cho,danh_gia
GD02142,15/06/2025 07:00,CN01,,SP07,3,Giao hàng,22.7,Rất tệ
GD02143,15/06/2025 07:44,CN02,,SP06,2,Giao hàng,17.5,Tốt
GD02144,15/06/2025 08:04,CN02,KH0303,SP10,2, Giao hàng,24.8,Tốt
GD02145,15/06/2025 08:21,CN01,,SP09,3, Giao hàng,16.7,Rất tốt
GD02146,15/06/2025 08:28,CN04,KH0308,SP15,4,Mang đi,10.4,Rất tốt
GD02147,15/06/2025 08:49,CN01,KH0038,SP11,2,Tại quán,11.4,Tốt
GD02148,15/06/2025 09:30,CN03,,SP04,2,Mang đi,4.1,Rất tốt
GD02149,15/06/2025 11:06,CN02,KH0373,SP02,3,Giao hàng,21.8,Tốt
GD02150,15/06/2025 11:20,CN03,,SP12,1,Mang đi,4.2,Tốt
GD02151,15/06/2025 16:53,CN02,KH0300,SP06,1,Mang đi,2.3,
GD02152,15/06/2025 17:11,CN01,KH0034,SP11,1,Mang đi,4.9,Tốt
GD02153,15/06/2025 19:05,CN03,KH0430,SP02,1,Mang đi,3.5,Rất tốt
GD02154,15/06/2025 19:35,CN03,KH0270,SP05,1,Tai quan,4.7,Tốt
GD02155,15/06/2025 21:50,CN02,,SP06,2,Mang đi,2.7,Tốt
GD02156,16/06/2025 07:54,CN01,KH0334,SP07,1,Tại quán,3.6,
GD02157,16/06/2025 08:19,CN01,KH0036,SP05,3,Mang đi,5.6,Tốt
GD02158,16/06/2025 08:21,CN01,KH0064,SP10,4,Giao hàng,19.9,
GD02159,16/06/2025 08:44,CN02,KH0267,SP03,1,Mang đi,6.2,Rất tốt
GD02160,16/06/2025 08:49,CN04,KH0172,SP13,1,Tại quán,7.4,Tốt
GD02161,16/06/2025 10:02,CN03,,SP08,1,MANG ĐI,3.4,Tốt
GD02162,16/06/2025 11:53,CN01,KH0247,SP04,2,Giao hàng,16.9,Bình thường
GD02163,16/06/2025 12:54,CN02,,SP09,,Tai quan,3.5,Tốt
GD02164,16/06/2025 13:26,CN04,KH0125,SP13,2,tại quán,3.1,Rất tốt
GD02165,16/06/2025 13:53,CN03,KH0097,SP03,1,Mang đi,2.4,Tốt
GD02166,16/06/2025 13:55,CN01,KH0184,SP02,4,Mang đi,5.3,
GD02167,16/06/2025 14:23,CN01,KH0136,SP10,2,Tại quán,3.1,Bình thường
GD02168,16/06/2025 14:40,CN03,KH0252,SP08,4,giao hàng,17.5,Rất tốt
GD02169,16/06/2025 15:46,CN01,KH0178,SP04,1,Tại quán,5.4,Tốt
GD02170,16/06/2025 17:28,CN01,KH0114,SP04,3,Giao hàng,13.9,Tốt
GD02171,16/06/2025 18:19,CN01,KH0358,SP09,2,Mang đi,5.0,Rất tốt
GD02172,16/06/2025 18:33,CN01,KH0066,SP03,2, Tại quán,6.6,Rất tốt
GD02173,16/06/2025 20:11,CN04,,SP03,1,Tại quán,10.9,
GD02174,16/06/2025 20:30,CN03,KH0358,SP06,1,Tại quán,12.0,Tốt
GD02175,17/06/2025 07:49,CN02,KH0342,SP06,3,Mang đi,3.1,Tốt
GD02176,17/06/2025 08:31,CN04,KH0031,SP03,2,Mang đi,15.5,Tốt
GD02177,17/06/2025 08:57,CN04,KH0136,SP14,2,Giao hang,37.7,Tệ
GD02178,17/06/2025 09:02,CN04,KH0132,SP04,3,Tại quán,6.8,Tốt
GD02179,17/06/2025 09:06,CN03,,SP14,,Tại quán,10.3,Tốt
GD02180,17/06/2025 09:59,CN01,KH0032,SP11,3,Giao hàng,30.0,Tệ
GD02181,17/06/2025 11:02,CN03,,SP10,2,Tại quán,7.7,Tốt
GD02182,17/06/2025 11:32,CN02,KH0212,SP12,3,Mang đi,4.6,Tốt
GD02183,17/06/2025 13:17,CN03,KH0208,SP02,,Giao hàng,22.9,Bình thường
GD02183,17/06/2025 13:17,CN03,KH0208,SP02,,Giao hàng,22.9,Bình thường
GD02184,17/06/2025 15:18,CN01,,SP01,1,Giao hàng,38.5,Tệ
GD02185,17/06/2025 15:43,CN03,KH0071,SP02,1,Tại quán,6.4,Tốt
GD02186,17/06/2025 19:14,CN04,,SP14,1,Mang di,5.5,
GD02187,18/06/2025 07:57,CN04,KH0013,SP04,4,giao hàng,22.8,Tệ
GD02188,18/06/2025 09:09,CN02,KH0210,SP12,2, Giao hàng,33.1,Bình thường
GD02189,18/06/2025 09:51,CN01,KH0203,SP06,2,Mang đi,5.0,Bình thường
GD02190,18/06/2025 12:16,CN04,KH0068,SP15,3,Tại quán,6.2,Tốt
GD02191,18/06/2025 12:50,CN03,KH0290,SP06,4,Giao hàng,18.6,Tệ
GD02192,18/06/2025 13:56,CN02,KH0050,SP01,1,Mang đi,5.1,Rất tốt
GD02193,18/06/2025 15:19,CN03,KH0279,SP01,2,Tại quán,3.9,Tốt
GD02194,18/06/2025 15:59,CN03,KH0124,SP02,2,Tại quán,3.5,Tốt
GD02195,18/06/2025 16:29,CN01,KH0330,SP08,1,Giao hàng,24.1,Bình thường
GD02196,18/06/2025 18:22,CN04,,SP08,1,Tại quán,8.2,
GD02197,18/06/2025 18:45,CN02,KH0316,SP12,2,Giao hàng,19.2,Bình thường
GD02198,18/06/2025 21:17,CN01,KH0214,SP03,3, Giao hàng,22.6,Bình thường
GD02199,18/06/2025 21:50,CN03,KH0176,SP11,1,Giao hàng,25.4,Bình thường
GD02200,19/06/2025 07:03,CN04,KH0244,SP13,1,Mang đi,3.7,Rất tốt
GD02201,19/06/2025 07:31,CN03,,SP02,1,Mang đi,7.2,Tốt
GD02202,19/06/2025 08:26,CN04,,SP13,1,Giao hàng,45.2,Tệ
GD02203,19/06/2025 08:41,CN03,KH0350,SP13,2,Giao hàng,25.4,Tệ
GD02204,19/06/2025 09:41,CN02,KH0377,SP05,2,Mang đi,4.8,Rất tốt
GD02205,19/06/2025 11:45,CN02,KH0146,SP11,1,Mang di,6.2,Tốt
GD02206,19/06/2025 13:43,CN01,,SP15,200,Tại quán,8.0,Tốt
GD02207,19/06/2025 14:13,CN04,KH0128,SP16,2,Mang đi,3.4,Rất tốt
GD02208,19/06/2025 14:28,CN02,KH0341,SP07,4,Giao hàng,20.9,Tốt
GD02209,19/06/2025 14:54,CN02,KH0376,SP05,1,Tại quán,3.2,Bình thường
GD02210,19/06/2025 15:31,CN03,KH0208,SP11,2, Tại quán,7.9,Tốt
GD02211,19/06/2025 17:54,CN02,KH0334,SP12,2,tại quán,11.9,Rất tốt
GD02212,19/06/2025 18:51,CN03,KH0301,SP11,1, Giao hàng,39.6,Tệ
GD02213,19/06/2025 19:12,CN04,,SP07,2,Mang đi,3.1,
GD02214,19/06/2025 19:35,CN01,KH0374,SP09,2,Tại quán,5.7,Bình thường
GD02215,19/06/2025 21:10,CN03,KH0100,SP15,1,Tại quán,3.4,Tốt
GD02216,20/06/2025 08:23,CN01,,SP03,1, Giao hàng,27.1,Tốt
GD02217,20/06/2025 09:32,CN03,,SP01,3,Giao hàng,17.0,Tốt
GD02218,20/06/2025 09:36,CN04,,SP07,1,Mang đi,3.1,Bình thường
GD02219,20/06/2025 10:12,CN02,KH0105,SP08,3,Giao hàng,21.5,Bình thường
GD02220,20/06/2025 11:10,CN01,KH0021,SP06,3,Tại quán,9.5,
GD02221,20/06/2025 12:50,CN01,KH0165,SP03,1,Giao hàng,22.1,Bình thường
GD02222,20/06/2025 14:07,CN02,KH0387,SP01,1,Tại quán,6.3,Tốt
GD02223,20/06/2025 15:07,CN02,KH0076,SP04,2,mang đi,3.5,Rất tốt
GD02224,20/06/2025 15:21,CN02,KH0006,SP12,1,Tại quán,15.3,Bình thường
GD02225,20/06/2025 17:01,CN03,KH0052,SP02,2,Mang đi,4.4,Bình thường
GD02226,20/06/2025 17:03,CN01,KH0372,SP03,4,Giao hang,26.5,
GD02227,20/06/2025 17:07,CN01,,SP04,1, Giao hàng,26.5,
GD02227,20/06/2025 17:07,CN01,,SP04,1, Giao hàng,26.5,
GD02228,20/06/2025 17:50,CN03,KH0308,SP01,2,Tai quan,7.5,Bình thường
GD02229,20/06/2025 18:21,CN01,,SP04,3,Giao hàng,28.5,Bình thường
GD02230,20/06/2025 18:35,CN03,KH0132,SP15,1,Mang đi,4.7,Rất tốt
GD02231,20/06/2025 18:36,CN02,KH0214,SP01,1,Giao hàng,20.8,
GD02232,20/06/2025 20:01,CN03,KH0191,SP14,1,Mang đi,3.0,Rất tốt
GD02233,20/06/2025 20:46,CN01,,SP07,1,Mang đi,6.2,Tốt
GD02234,20/06/2025 20:52,CN04,KH0294,SP03,1,giao hàng,52.6,Tệ
GD02235,20/06/2025 20:57,CN04,,SP06,1,Mang đi,2.9,Bình thường
GD02236,21/06/2025 08:11,CN03,KH0408,SP06,1,Tại quán,8.1,
GD02237,21/06/2025 08:18,CN02,KH0117,SP09,2,Giao hàng,30.0,Bình thường
GD02238,21/06/2025 09:41,CN03,KH0114,SP08,3,GIAO HÀNG,31.7,
GD02239,21/06/2025 09:54,CN02,KH0114,SP05,2,Tại quán,5.8,Tốt
GD02240,21/06/2025 10:08,CN03,KH0090,SP12,2,tại quán,3.9,
GD02241,21/06/2025 10:14,CN02,KH0123,SP10,1,Tại quán,26.0,
GD02242,21/06/2025 10:22,CN03,KH0203,SP14,1,Tại quán,16.9,Tốt
GD02243,21/06/2025 11:50,CN04,,SP08,2,Giao hàng,13.1,
GD02244,21/06/2025 12:36,CN01,KH0082,SP16,1,Mang đi,7.5,Tốt
GD02245,21/06/2025 12:38,CN02,KH0246,SP06,3,tại quán,5.8,Tốt
GD02246,21/06/2025 12:55,CN01,KH0008,SP05,3,Mang đi,4.4,Tốt
GD02247,21/06/2025 12:59,CN04,KH0192,SP01,2,Mang đi,8.6,
GD02248,21/06/2025 14:11,CN04,KH0317,SP07,1,Mang đi,3.2,Tốt
GD02249,21/06/2025 14:28,CN02,KH0126,SP01,1,Tại quán,4.5,Bình thường
GD02250,21/06/2025 16:12,CN03,KH0270,SP06,3,Tại quán,4.0,Tốt
GD02251,21/06/2025 18:39,CN01,KH0152,SP13,3,Giao hàng,15.5,
GD02252,21/06/2025 19:31,CN02,KH0274,SP05,1,Giao hàng,24.4,Bình thường
GD02253,21/06/2025 20:48,CN03,KH0316,SP07,1,Mang đi,3.7,Bình thường
GD02254,22/06/2025 07:35,CN03,KH0023,SP09,3,Giao hàng,20.4,Bình thường
GD02255,22/06/2025 07:36,CN04,KH0123,SP02,1,Mang đi,7.0,Rất tốt
GD02256,22/06/2025 07:54,CN02,KH0354,SP01,2,Giao hàng,20.5,
GD02257,22/06/2025 07:59,CN02,KH0026,SP03,1, Tại quán,3.1,
GD02258,22/06/2025 08:17,CN03,KH0197,SP02,1,Tại quán,3.1,Rất tốt
GD02259,22/06/2025 08:22,CN02,KH0331,SP02,1,Giao hàng,13.9,Tốt
GD02260,22/06/2025 10:05,CN04,KH0036,SP08,4,tại quán,7.0,Rất tốt
GD02261,22/06/2025 10:36,CN04,KH0306,SP16,1,Tại quán,4.7,Rất tốt
GD02262,22/06/2025 12:01,CN02,KH0457,SP04,1,TẠI QUÁN,2.4,
GD02263,22/06/2025 13:13,CN03,,SP13,1,Giao hàng,33.6,Tốt
GD02264,22/06/2025 13:30,CN01,,SP01,3,Giao hàng,28.0,Bình thường
GD02265,22/06/2025 13:55,CN03,KH0057,SP01,3,Tại quán,4.2,Tốt
GD02266,22/06/2025 14:34,CN04,,SP07,1,Mang đi,4.9,Tốt
GD02267,22/06/2025 15:43,CN03,KH0018,SP02,2,giao hàng,20.8,
GD02268,22/06/2025 16:27,CN03,,SP07,1,Tại quán,8.0,Tốt
GD02269,22/06/2025 17:00,CN04,KH0007,SP04,5,Tại quán,3.8,Rất tốt
GD02270,22/06/2025 17:19,CN03,KH0066,SP08,2,Mang đi,9.8,Rất tệ
GD02271,22/06/2025 17:34,CN04,KH0297,SP01,1,Tai quan,2.7,Tốt
GD02272,22/06/2025 17:35,CN04,KH0030,SP01,2,Tại quán,9.2,Bình thường
GD02273,22/06/2025 18:44,CN01,KH0133,SP18,3,Giao hàng,31.0,Bình thường
GD02274,22/06/2025 18:51,CN03,,SP11,2,Tại quán,3.0,Tốt
GD02275,22/06/2025 19:06,CN03,,SP06,1,Giao hàng,25.2,Rất tốt
GD02276,22/06/2025 20:06,CN04,KH0123,SP11,1,Mang đi,2.6,Tốt
GD02277,23/06/2025 07:51,CN04,KH0198,SP15,3,Tại quán,3.5,Bình thường
GD02278,23/06/2025 08:07,CN04,KH0280,SP11,1,Giao hàng,30.3,Bình thường
GD02279,23/06/2025 08:56,CN01,KH0320,SP07,1,Tại quán,8.3,
GD02280,23/06/2025 09:34,CN01,KH0025,SP05,2,Tại quán,4.6,
GD02281,23/06/2025 11:16,CN03,KH0035,SP13,2,Tại quán,6.9,Bình thường
GD02282,23/06/2025 11:22,CN01,,SP10,1,tại quán,3.0,Tốt
GD02283,23/06/2025 12:03,CN04,KH0135,SP15,2, Giao hàng,32.6,Bình thường
GD02284,23/06/2025 13:05,CN01,,SP02,2,Mang đi,5.2,Tốt
GD02285,23/06/2025 14:52,CN02,KH0258,SP13,1,Mang di,4.2,
GD02286,23/06/2025 16:13,CN04,KH0309,SP14,3,Giao hàng,21.5,Tệ
GD02287,23/06/2025 16:21,CN04,KH0045,SP09,1,Tại quán,2.2,Rất tốt
GD02288,23/06/2025 19:07,CN02,KH0264,SP01,1,Giao hàng,18.0,
GD02289,23/06/2025 20:28,CN04,KH0148,SP10,3,Giao hàng,20.8,Bình thường
GD02290,23/06/2025 20:42,CN03,KH0175,SP04,2,Mang đi,2.2,Tốt
GD02291,24/06/2025 08:41,CN04,KH0071,SP05,4,Giao hàng,18.3,Bình thường
GD02292,24/06/2025 08:43,CN02,KH0108,SP12,1,Tại quán,3.0,Tốt
GD02293,24/06/2025 09:50,CN02,,SP02,1,Mang đi,4.8,Rất tốt
GD02294,24/06/2025 10:40,CN01,KH0067,SP06,1,Mang di,2.7,Rất tốt
GD02295,24/06/2025 10:42,CN03,KH0093,SP15,1,mang đi,1.8,Tệ
GD02296,24/06/2025 11:02,CN01,KH0090,SP11,1,Mang đi,5.8,Rất tốt
GD02296,24/06/2025 11:02,CN01,KH0090,SP11,1,Mang đi,5.8,Rất tốt
GD02297,24/06/2025 11:56,CN02,KH0268,SP03,1,Mang đi,6.7,Tốt
GD02298,24/06/2025 12:34,CN04,KH0007,SP08,2,Mang đi,3.8,
GD02299,24/06/2025 13:11,CN01,KH0277,SP02,3,giao hàng,21.1,Tốt
GD02300,24/06/2025 14:11,CN02,,SP01,1,Giao hàng,16.5,Bình thường
GD02301,24/06/2025 14:57,CN02,KH0125,SP01,3,mang đi,4.1,Rất tốt
GD02302,24/06/2025 15:12,CN01,KH0379,SP05,1,Tai quan,5.9,Rất tốt
GD02303,24/06/2025 15:45,CN01,KH0444,SP03,1,Tại quán,4.8,Tốt
GD02304,24/06/2025 17:45,CN04,KH0031,SP08,1,Tại quán,5.9,Tốt
GD02305,24/06/2025 18:52,CN02,KH0188,SP13,5,Tại quán,10.3,Tốt
GD02306,24/06/2025 20:41,CN01,,SP09,1,Giao hàng,35.3,
GD02307,25/06/2025 07:14,CN01,,SP06,2,Giao hàng,12.9,Tốt
GD02308,25/06/2025 07:50,CN03,KH0114,SP16,3,Mang đi,4.0,Tốt
GD02309,25/06/2025 08:18,CN02,,SP02,5,Tại quán,18.6,Tốt
GD02310,25/06/2025 09:09,CN01,,SP08,6,Giao hàng,22.6,
GD02311,25/06/2025 12:04,CN03,KH0090,SP09,2,Tại quán,4.2,
GD02312,25/06/2025 12:27,CN03,KH0058,SP15,2,Mang đi,4.9,Tốt
GD02313,25/06/2025 13:05,CN04,KH0062,SP11,1,Giao hàng,54.7,Bình thường
GD02314,25/06/2025 15:36,CN02,,SP06,2,Tại quán,5.4,Tốt
GD02315,25/06/2025 15:57,CN03,,SP03,1,Tại quán,-1.0,Tốt
GD02316,25/06/2025 16:31,CN01,KH0341,SP09,1,Tại quán,3.6,Tốt
GD02317,25/06/2025 16:50,CN03,KH0172,SP04,3,Giao hàng,32.8,Tốt
GD02318,25/06/2025 19:25,CN04,KH0035,SP09,2,Mang đi,2.0,
GD02319,25/06/2025 21:34,CN01,KH0047,SP04,2,Tại quán,3.5,Tốt
GD02320,25/06/2025 21:52,CN04,KH0193,SP06,2,Giao hàng,21.4,Bình thường
GD02321,26/06/2025 07:16,CN02,,SP13,1,Tại quán,7.6,Bình thường
GD02322,26/06/2025 08:23,CN01,KH0065,SP05,1, Tại quán,4.0,Tốt
GD02323,26/06/2025 09:47,CN03,,SP02,1,Tại quán,2.3,Rất tốt
GD02324,26/06/2025 10:33,CN01,KH0133,SP06,2,Tại quán,9.3,Bình thường
GD02325,26/06/2025 12:17,CN03,KH0256,SP08,1,Tại quán,4.8,Rất tốt
GD02326,26/06/2025 14:13,CN01,,SP02,2,Mang đi,3.1,
GD02327,26/06/2025 18:00,CN04,,SP04,3,Giao hàng,26.7,Tệ
GD02328,26/06/2025 18:39,CN03,KH0029,SP06,1,Tại quán,4.4,Tốt
GD02329,26/06/2025 18:57,CN04,,SP01,2,Mang đi,2.7,
GD02330,26/06/2025 20:42,CN03,KH0163,SP11,2,Tại quán,6.2,Bình thường
GD02331,27/06/2025 07:07,CN04,KH0032,SP02,2,Tại quán,6.3,Tốt
GD02332,27/06/2025 13:33,CN01,KH0055,SP04,5,TẠI QUÁN,6.1,Rất tốt
GD02333,27/06/2025 14:16,CN01,KH0302,SP13,2,Mang di,3.8,Tốt
GD02334,27/06/2025 14:41,CN01,,SP02,2,Giao hàng,23.2,Bình thường
GD02335,27/06/2025 15:21,CN03,,SP05,1,Tại quán,3.7,
GD02336,27/06/2025 15:42,CN01,KH0300,SP01,3,Mang đi,10.2,Tốt
GD02336,27/06/2025 15:42,CN01,KH0300,SP01,3,Mang đi,10.2,Tốt
GD02337,27/06/2025 16:32,CN02,KH0106,SP14,1,Tại quán,5.3,
GD02338,27/06/2025 16:44,CN03,KH0268,SP14,3,Giao hàng,17.0,Tốt
GD02338,27/06/2025 16:44,CN03,KH0268,SP14,3,Giao hàng,17.0,Tốt
GD02339,27/06/2025 18:46,CN01,,SP10,1, Tại quán,2.9,Bình thường
GD02340,28/06/2025 08:49,CN01,KH0176,SP02,2,Mang đi,5.2,
GD02341,28/06/2025 08:51,CN03,KH0282,SP12,1,TẠI QUÁN,6.9,Tốt
GD02342,28/06/2025 09:56,CN03,KH0211,SP03,1,Giao hàng,18.5,Bình thường
GD02343,28/06/2025 11:27,CN01,KH0342,SP16,1,Giao hàng,23.3,Tốt
GD02344,28/06/2025 12:55,CN03,KH0355,SP06,1,Mang đi,4.7,
GD02345,28/06/2025 13:23,CN02,KH0440,SP04,2,Tại quán,4.9,Rất tốt
GD02346,28/06/2025 13:24,CN03,KH0302,SP15,3,Giao hàng,18.7,Tốt
GD02347,28/06/2025 13:48,CN03,,SP12,1,Tại quán,5.3,Tốt
GD02348,28/06/2025 14:19,CN03,,SP02,3,Giao hàng,36.4,
GD02349,28/06/2025 14:34,CN01,KH0061,SP01,1,Mang đi,3.8,Bình thường
GD02350,28/06/2025 16:32,CN03,KH0316,SP07,2,Tại quán,5.2,
GD02351,28/06/2025 16:48,CN01,,SP06,1,Tại quán,4.4,Rất tốt
GD02352,28/06/2025 17:19,CN03,KH0246,SP01,2,Tại quán,2.7,Rất tốt
GD02353,28/06/2025 17:33,CN01,,SP01,1,MANG ĐI,2.1,
GD02354,28/06/2025 17:39,CN03,KH0177,SP03,3,Tại quán,4.9,Bình thường
GD02355,28/06/2025 19:09,CN04,,SP12,1,Mang đi,3.3,
GD02356,28/06/2025 19:58,CN01,KH0358,SP07,2,Tại quán,1.9,Tốt
GD02357,29/06/2025 07:26,CN01,KH0201,SP02,2,Mang đi,5.7,Rất tốt
GD02358,29/06/2025 07:27,CN03,KH0413,SP07,1,Tại quán,2.4,Tốt
GD02359,29/06/2025 07:29,CN01,KH0331,SP10,3,Giao hàng,25.5,Tệ
GD02360,29/06/2025 07:50,CN02,KH0281,SP10,1,Giao hàng,20.1,Tệ
GD02361,29/06/2025 08:29,CN01,KH0395,SP01,2,Giao hàng,21.9,Rất tốt
GD02362,29/06/2025 09:13,CN01,KH0055,SP02,1,Tại quán,4.5,Tốt
GD02363,29/06/2025 09:27,CN04,,SP06,1,Tại quán,19.2,Bình thường
GD02364,29/06/2025 09:40,CN04,,SP06,2,Mang đi,4.4,Rất tốt
GD02365,29/06/2025 09:42,CN03,KH0289,SP12,1,giao hàng,40.3,Tốt
GD02366,29/06/2025 09:59,CN01,KH0246,SP16,2,Tại quán,3.7,Tệ
GD02367,29/06/2025 13:55,CN04,KH0330,SP02,1,Mang đi,5.2,Tốt
GD02368,29/06/2025 15:37,CN02,KH0058,SP09,2,Mang đi,3.8,
GD02369,29/06/2025 15:46,CN02,KH0325,SP03,2,Mang đi,2.4,
GD02370,29/06/2025 16:20,CN04,KH0299,SP14,3,Tại quán,2.9,Rất tốt
GD02371,29/06/2025 17:09,CN01,KH0084,SP09,1,Mang đi,3.6,Bình thường
GD02372,29/06/2025 17:20,CN02,KH0085,SP02,4,Giao hàng,24.1,Bình thường
GD02373,29/06/2025 17:58,CN04,KH0055,SP04,1,Tại quán,8.4,Tốt
GD02374,29/06/2025 18:11,CN01,KH0154,SP11,1,Giao hàng,30.1,Bình thường
GD02375,29/06/2025 18:12,CN01,KH0114,SP07,3,Mang đi,8.4,Tốt
GD02376,29/06/2025 18:21,CN04,KH0297,SP13,3,Mang đi,6.0,Bình thường
GD02377,29/06/2025 18:37,CN01,KH0210,SP04,2,Mang đi,5.7,Tốt
GD02378,29/06/2025 19:33,CN01,,SP01,2,Giao hang,25.1,Tốt
GD02379,29/06/2025 19:35,CN01,KH0278,SP11,2,Tại quán,3.7,Rất tốt
GD02380,29/06/2025 19:38,CN01,KH0180,SP12,2,Tại quán,3.6,Bình thường
GD02381,29/06/2025 20:11,CN03,KH0151,SP10,1,Giao hàng,30.4,Tốt
GD02382,29/06/2025 20:24,CN04,,SP10,1,Giao hàng,21.2,Tốt
GD02383,30/06/2025 08:00,CN01,KH0081,SP04,2,GIAO HÀNG,14.8,
GD02384,30/06/2025 08:30,CN02,,SP01,2,Tại quán,3.9,
GD02385,30/06/2025 08:55,CN04,,SP02,1,Tại quán,7.9,Tốt
GD02386,30/06/2025 10:00,CN04,KH0127,SP02,,Mang đi,6.8,Rất tốt
GD02387,30/06/2025 10:29,CN01,KH0026,SP08,1, Tại quán,2.0,Bình thường
GD02388,30/06/2025 11:16,CN03,KH0092,SP02,2,Tại quán,8.4,Rất tốt
GD02389,30/06/2025 12:50,CN04,KH0117,SP11,1,Mang đi,2.8,Rất tốt
GD02390,30/06/2025 14:23,CN03,KH0029,SP02,3,Mang đi,3.3,Rất tốt
GD02391,30/06/2025 16:36,CN04,KH0013,SP04,1,Tại quán,10.2,Tốt
GD02392,30/06/2025 16:44,CN04,KH0353,SP09,1,Tại quán,5.1,
GD02393,30/06/2025 17:01,CN04,KH0398,SP14,2,Tại quán,4.2,Tốt
GD02394,30/06/2025 17:31,CN04,KH0392,SP10,5,Mang đi,4.7,
GD02395,30/06/2025 19:10,CN03,KH0252,SP04,4,Tại quán,4.1,Rất tốt
GD02396,30/06/2025 19:12,CN02,KH0075,SP02,1,Giao hàng,30.4,Tệ
GD02397,30/06/2025 19:16,CN01,KH0275,SP08,3, Giao hàng,28.1,Bình thường
GD02398,30/06/2025 19:39,CN02,KH0126,SP07,2,Giao hàng,34.2,Bình thường
GD02399,30/06/2025 19:47,CN02,KH0139,SP09,4,Giao hàng,15.3,Rất tốt
GD02400,30/06/2025 20:43,CN01,KH0170,SP06,2, Tại quán,6.9,Tốt
