ma_don,ngay_dat,ma_kh,thanh_pho,danh_muc,don_gia,so_luong,phuong_thuc_tt,danh_gia
DH02108,14/06/2025,KH0137,Hồ Chí Minh,Thực phẩm,133000,6,Ví điện tử,5
DH02109,14/06/2025,KH0004,Hà Nội,Đồ uống,20000,2,Chuyển khoản,3
DH02110,14/06/2025,KH0382,Đà Nẵng,Đồ uống,36000,,Tiền mặt,
DH02111,14/06/2025,KH0073,Huế,Văn phòng phẩm,24000,1,Chuyển khoản,5
DH02112,14/06/2025,KH0489,Cần Thơ,Đồ uống,39000,3,Chuyển khoản,4
DH02113,14/06/2025,KH0258,Hà Nội,Đồ uống,13000,4,Tiền mặt,4
DH02114,14/06/2025,KH0491,Hồ Chí Minh,Đồ uống,16000,3,Tiền mặt,1
DH02115,14/06/2025,KH0303,Hồ Chí Minh ,Mỹ phẩm,392000,,Tiền mặt,5
DH02116,14/06/2025,KH0159,Hà Nội,Mỹ phẩm,441000,4,Ví điện tử,4
DH02117,14/06/2025,KH0418,hồ chí minh,Văn phòng phẩm,44000,5,Ví điện tử,5
DH02118,14/06/2025,KH0278,HUẾ,Thực phẩm,83000,8,Chuyển khoản,4
DH02118,14/06/2025,KH0278,HUẾ,Thực phẩm,83000,8,Chuyển khoản,4
DH02119,14/06/2025,KH0006,Đà Nẵng ,Thực phẩm,100000,4,Tiền mặt,5
DH02120,14/06/2025,KH0527,Hà Nội,Mỹ phẩm,210000,2,Tiền mặt,
DH02121,14/06/2025,KH0200,Huế,Thực phẩm,33000,3,Tiền mặt,4
DH02122,14/06/2025,KH0013, hồ chí minh  ,Thực phẩm,124000,5,Chuyển khoản,4
DH02123,15/06/2025,KH0427,Hồ Chí Minh,Mỹ phẩm,336000,4,Chuyển khoản,
DH02124,15/06/2025,KH0085,Đà Nẵng,Văn phòng phẩm,59000,5,Tiền mặt,5
DH02125,15/06/2025,KH0280,Hồ Chí Minh,Gia dụng,331000,7,Chuyển khoản,4
DH02126,15/06/2025,KH0200,Hà Nội,Mỹ phẩm,418000,4,Ví điện tử,5
DH02127,15/06/2025,KH0488,Hồ Chí Minh,Gia dụng,566000,1,Ví điện tử,4
DH02128,15/06/2025,KH0500,Hồ Chí Minh,Thực phẩm,119000,2,Ví điện tử,2
DH02129,15/06/2025,KH0174,Hà Nội,Thực phẩm,30000,6,Tiền mặt,4
DH02130,15/06/2025,KH0101,đà nẵng,Mỹ phẩm,169000,3,Chuyển khoản,5
DH02131,15/06/2025,KH0450,Đà Nẵng,Đồ uống,35000,4,Tiền mặt,5
DH02132,15/06/2025,KH0451,Cần Thơ ,Thực phẩm,31000,2,Tiền mặt,2
DH02133,15/06/2025,,Hồ Chí Minh,Thực phẩm,125000,1,Chuyển khoản,3
DH02134,15/06/2025,KH0473,  Hà Nội,Gia dụng,456000,4,Chuyển khoản,5
DH02135,15/06/2025,KH0150,Hồ Chí Minh,Gia dụng,225000,1,Tiền mặt,3
DH02136,15/06/2025,KH0171,Đà Nẵng ,Gia dụng,326000,2,Tiền mặt,1
DH02137,15/06/2025,KH0052,Cần Thơ ,Thực phẩm,66000,3,Tiền mặt,3
DH02138,15/06/2025,KH0006,Hồ Chí Minh,Mỹ phẩm,370000,6,Tiền mặt,4
DH02139,16/06/2025,KH0253,Hồ Chí Minh,Thực phẩm,66000,6,Chuyển khoản,4
DH02140,16/06/2025,KH0285,Hà Nội,Đồ uống,35000,1,Chuyển khoản,5
DH02141,16/06/2025,KH0025,Đà Nẵng,Văn phòng phẩm,58000,4,Tiền mặt,5
DH02142,16/06/2025,KH0457,Cần Thơ,Thực phẩm,147000,3,Chuyển khoản,5
DH02142,16/06/2025,KH0457,Cần Thơ,Thực phẩm,147000,3,Chuyển khoản,5
DH02143,16/06/2025,KH0055, hà nội  ,Văn phòng phẩm,23000,8,Ví điện tử,
DH02144,16/06/2025,KH0335,Đà Nẵng,Đồ uống,30000,4,Chuyển khoản,5
DH02145,16/06/2025,KH0081,Hồ Chí Minh,Thực phẩm,93000,7,Chuyển khoản,3
DH02146,16/06/2025,KH0327, hà nội  ,Thực phẩm,63000,5,Chuyển khoản,
DH02147,16/06/2025,KH0347, hồ chí minh  ,Đồ uống,18000,6,Ví điện tử,4
DH02148,16/06/2025,KH0271,Hà Nội,Thực phẩm,67000,5,Tiền mặt,4
DH02149,16/06/2025,KH0139,Đà Nẵng,Thực phẩm,84000,4,Tiền mặt,4
DH02150,16/06/2025,KH0145,Hà Nội,Đồ uống,18000,4,Tiền mặt,5
DH02151,16/06/2025,KH0450,hồ chí minh,Thực phẩm,90000,5,Chuyển khoản,
DH02152,16/06/2025,KH0171,Cần Thơ,Đồ uống,45000,5,Chuyển khoản,
DH02153,16/06/2025,KH0203,hà nội,Thực phẩm,150000,1,Chuyển khoản,2
DH02154,16/06/2025,KH0132,ĐÀ NẴNG,Văn phòng phẩm,60000,3,Chuyển khoản,3
DH02155,16/06/2025,KH0496,Hồ Chí Minh,Văn phòng phẩm,33000,4,Chuyển khoản,4
DH02156,16/06/2025,KH0437,Hồ Chí Minh,Mỹ phẩm,259000,3,Chuyển khoản,1
DH02157,17/06/2025,KH0482,Hồ Chí Minh,Đồ uống,36000,6,Tiền mặt,1
DH02158,17/06/2025,,Hà Nội,Văn phòng phẩm,47000,7,Tiền mặt,
DH02159,17/06/2025,KH0260,Hà Nội,Gia dụng,440000,5,Chuyển khoản,
DH02160,17/06/2025,KH0090,Hồ Chí Minh,Mỹ phẩm,185000,2,Tiền mặt,
DH02161,17/06/2025,KH0309,Cần Thơ,Đồ uống,15000,5,Chuyển khoản,4
DH02162,17/06/2025,KH0166,Hà Nội,Mỹ phẩm,415000,5,Ví điện tử,4
DH02163,17/06/2025,KH0165,Hồ Chí Minh,Đồ uống,23000,9,Ví điện tử,
DH02164,17/06/2025,KH0235,Huế,Gia dụng,170000,2,Chuyển khoản,
DH02165,17/06/2025,,Hồ Chí Minh,Thực phẩm,58000,2,Chuyển khoản,2
DH02166,17/06/2025,KH0150,Đà Nẵng,Thực phẩm,113000,4,Tiền mặt,4
DH02167,17/06/2025,KH0263,Đà Nẵng,Gia dụng,306000,1,Tiền mặt,4
DH02168,17/06/2025,KH0080,Hồ Chí Minh,Đồ uống,26000,3,Ví điện tử,3
DH02169,17/06/2025,KH0151,Hồ Chí Minh,Thực phẩm,44000,2,Tiền mặt,1
DH02170,17/06/2025,KH0452,Hà Nội,Đồ uống,43000,4,Ví điện tử,2
DH02171,17/06/2025,KH0253,Huế,Thực phẩm,133000,4,Chuyển khoản,
DH02172,17/06/2025,KH0087,Hà Nội,Đồ uống,29000,5,Ví điện tử,
DH02173,17/06/2025,KH0479,Hà Nội,Gia dụng,230000,4,Ví điện tử,5
DH02174,17/06/2025,KH0507,Đà Nẵng,Văn phòng phẩm,17000,4,Ví điện tử,4
DH02175,17/06/2025,KH0559,Hồ Chí Minh,Thực phẩm,71000,1,Ví điện tử,3
DH02176,18/06/2025,KH0311,hà nội,Đồ uống,14000,3,Tiền mặt,4
DH02177,18/06/2025,KH0243,Huế,Đồ uống,23000,2,Chuyển khoản,
DH02178,18/06/2025,KH0145,Huế,Gia dụng,320000,2,Chuyển khoản,4
DH02179,18/06/2025,KH0204,Hồ Chí Minh,Văn phòng phẩm,18000,6,Ví điện tử,
DH02180,18/06/2025,KH0464,Hồ Chí Minh,Gia dụng,452000,1,Ví điện tử,
DH02181,18/06/2025,KH0022,Hà Nội,Đồ uống,29000,5,Chuyển khoản,
DH02182,18/06/2025,KH0196,Hà Nội,Đồ uống,35000,4,Tiền mặt,
DH02183,18/06/2025,KH0395,Hà Nội,Đồ uống,25000,2,Chuyển khoản,3
DH02184,18/06/2025,KH0385,Đà Nẵng,Thực phẩm,93000,6,Tiền mặt,
DH02185,18/06/2025,KH0450,Hà Nội,Gia dụng,313000,2,Ví điện tử,3
DH02186,18/06/2025,KH0437,Hồ Chí Minh,Đồ uống,13000,5,Chuyển khoản,
DH02187,18/06/2025,KH0510,Hồ Chí Minh,Mỹ phẩm,363000,1,Tiền mặt,5
DH02188,18/06/2025,KH0228,Đà Nẵng,Đồ uống,36000,8,Tiền mặt,4
DH02189,18/06/2025,KH0151,Cần Thơ,Thực phẩm,60000,2,Tiền mặt,4
DH02190,18/06/2025,KH0252,Huế ,Văn phòng phẩm,6000,5,Tiền mặt,5
DH02191,18/06/2025,KH0061, huế  ,Thực phẩm,42000,4,Tiền mặt,1
DH02192,18/06/2025,KH0491,Cần Thơ,Văn phòng phẩm,9000,2,Chuyển khoản,2
DH02193,18/06/2025,,Hà Nội,Thực phẩm,28000,2,Chuyển khoản,3
DH02194,18/06/2025,KH0443,Hà Nội,Đồ uống,43000,2,Ví điện tử,5
DH02195,19/06/2025,KH0053,Hà Nội ,Mỹ phẩm,369000,2,Chuyển khoản,2
DH02196,19/06/2025,KH0013,cần thơ,Thực phẩm,102000,5,Ví điện tử,4
DH02197,19/06/2025,KH0454,Hồ Chí Minh,Thực phẩm,31000,,Ví điện tử,5
DH02198,19/06/2025,KH0288,Đà Nẵng,Thực phẩm,144000,4,Tiền mặt,2
DH02199,19/06/2025,KH0224,Hồ Chí Minh,Thực phẩm,101000,6,Chuyển khoản,4
DH02200,19/06/2025,KH0028,Hồ Chí Minh,Đồ uống,42000,6,Tiền mặt,5
DH02201,19/06/2025,KH0143,Hà Nội,Thực phẩm,46000,3,Chuyển khoản,
DH02202,19/06/2025,KH0382,Hà Nội,Đồ uống,22000,3,Ví điện tử,5
DH02203,19/06/2025,KH0040, đà nẵng  ,Thực phẩm,43000,4,Chuyển khoản,4
DH02204,19/06/2025,KH0310,Hà Nội,Đồ uống,34000,2,Chuyển khoản,2
DH02205,19/06/2025,KH0195,Huế,Đồ uống,45000,3,Ví điện tử,4
DH02206,19/06/2025,KH0364, hồ chí minh  ,Đồ uống,37000,,Ví điện tử,
DH02207,19/06/2025,KH0438,Đà Nẵng,Đồ uống,15000,5,Tiền mặt,3
DH02208,19/06/2025,KH0099, huế  ,Thực phẩm,27000,1,Chuyển khoản,1
DH02209,19/06/2025,KH0438,Huế,Thực phẩm,78000,3,Chuyển khoản,5
DH02210,19/06/2025,KH0317,Đà Nẵng,Mỹ phẩm,227000,2,Tiền mặt,4
DH02211,19/06/2025,KH0235,Hà Nội,Mỹ phẩm,250000,1,Tiền mặt,4
DH02212,19/06/2025,KH0418,Hà Nội,Thực phẩm,40000,4,Ví điện tử,2
DH02213,19/06/2025,KH0418,Hà Nội,Đồ uống,40000,2,Chuyển khoản,4
DH02214,19/06/2025,,Hồ Chí Minh,Gia dụng,344000,2,Tiền mặt,3
DH02215,19/06/2025,KH0221,Hồ Chí Minh ,Gia dụng,412000,2,Ví điện tử,5
DH02216,19/06/2025,KH0130,Huế,Thực phẩm,93000,4,Ví điện tử,3
DH02217,19/06/2025,KH0468,Hà Nội,Đồ uống,29000,5,Chuyển khoản,5
DH02218,20/06/2025,KH0109,  Hà Nội,Đồ uống,24000,5,Ví điện tử,1
DH02218,20/06/2025,KH0109,  Hà Nội,Đồ uống,24000,5,Ví điện tử,1
DH02219,20/06/2025,KH0489,Hà Nội,Văn phòng phẩm,41000,6,Chuyển khoản,
DH02220,20/06/2025,KH0494,Hà Nội,Thực phẩm,107000,3,Tiền mặt,3
DH02221,20/06/2025,,Hà Nội,Thực phẩm,129000,3,Chuyển khoản,3
DH02222,20/06/2025,KH0307,Hà Nội,Mỹ phẩm,355000,1,Chuyển khoản,
DH02223,20/06/2025,KH0072,  Đà Nẵng,Mỹ phẩm,225000,2,Tiền mặt,3
DH02224,20/06/2025,KH0327,hà nội,Văn phòng phẩm,26000,4,Chuyển khoản,
DH02225,20/06/2025,KH0192,Đà Nẵng,Thực phẩm,144000,1,Tiền mặt,3
DH02226,20/06/2025,KH0468,Huế,Đồ uống,33000,5,Chuyển khoản,3
DH02227,20/06/2025,KH0147,Hồ Chí Minh,Đồ uống,22000,2,Tiền mặt,3
DH02228,20/06/2025,KH0033,Cần Thơ,Mỹ phẩm,187000,5,Ví điện tử,3
DH02229,20/06/2025,KH0483,Đà Nẵng,Gia dụng,513000,1,Tiền mặt,5
DH02230,21/06/2025,KH0047,  Hà Nội,Văn phòng phẩm,52000,3,Chuyển khoản,2
DH02231,21/06/2025,KH0285,Hồ Chí Minh,Thực phẩm,114000,4,Chuyển khoản,5
DH02232,21/06/2025,KH0420,Hồ Chí Minh,Thực phẩm,42000,1,Chuyển khoản,5
DH02233,21/06/2025,,Hồ Chí Minh,Thực phẩm,102000,1,Ví điện tử,4
DH02234,21/06/2025,KH0378,Huế,Văn phòng phẩm,40000,8,Ví điện tử,3
DH02235,21/06/2025,KH0388,HỒ CHÍ MINH,Văn phòng phẩm,55000,3,Ví điện tử,5
DH02236,21/06/2025,,HỒ CHÍ MINH,Thực phẩm,62000,2,Chuyển khoản,
DH02237,21/06/2025,KH0265, hà nội  ,Thực phẩm,97000,5,Chuyển khoản,3
DH02238,21/06/2025,KH0176,Hà Nội,Văn phòng phẩm,27000,4,Ví điện tử,
DH02239,21/06/2025,KH0258,Hồ Chí Minh ,Mỹ phẩm,359000,5,Ví điện tử,3
DH02240,21/06/2025,KH0119,Hà Nội,Gia dụng,578000,3,Tiền mặt,5
DH02241,21/06/2025,KH0408,Hồ Chí Minh,Thực phẩm,22000,1,Ví điện tử,4
DH02242,21/06/2025,KH0537,Hồ Chí Minh,Đồ uống,27000,3,Ví điện tử,3
DH02243,22/06/2025,KH0155,Hà Nội,Thực phẩm,33000,2,Chuyển khoản,5
DH02244,22/06/2025,KH0122,Hà Nội,Mỹ phẩm,341000,4,Tiền mặt,5
DH02245,22/06/2025,KH0364, hồ chí minh  ,Mỹ phẩm,229000,5,Chuyển khoản,3
DH02246,22/06/2025,,HỒ CHÍ MINH,Mỹ phẩm,261000,3,Tiền mặt,4
DH02247,22/06/2025,KH0187,Hồ Chí Minh,Thực phẩm,51000,4,Tiền mặt,4
DH02248,22/06/2025,KH0268,Đà Nẵng,Đồ uống,16000,5,Ví điện tử,5
DH02249,22/06/2025,KH0037,Hồ Chí Minh,Gia dụng,564000,1,Ví điện tử,4
DH02250,22/06/2025,KH0299,Hà Nội,Thực phẩm,36000,3,Tiền mặt,4
DH02251,22/06/2025,KH0257,Hà Nội,Đồ uống,42000,5,Chuyển khoản,3
DH02252,22/06/2025,KH0023,Hà Nội,Thực phẩm,37000,6,Ví điện tử,5
DH02253,22/06/2025,,Đà Nẵng,Đồ uống,18000,9,Chuyển khoản,2
DH02254,22/06/2025,KH0021,Hà Nội,Mỹ phẩm,399000,5,Chuyển khoản,
DH02255,22/06/2025,KH0324,Huế,Đồ uống,33000,5,Tiền mặt,
DH02256,22/06/2025,KH0348,Đà Nẵng,Thực phẩm,102000,1,Tiền mặt,3
DH02257,22/06/2025,KH0418,Hồ Chí Minh,Văn phòng phẩm,31000,1,Ví điện tử,4
DH02258,22/06/2025,KH0299,đà nẵng,Gia dụng,592000,2,Tiền mặt,5
DH02259,22/06/2025,KH0165,Hồ Chí Minh,Mỹ phẩm,423000,5,Ví điện tử,
DH02260,22/06/2025,KH0382,Hồ Chí Minh,Văn phòng phẩm,35000,,Chuyển khoản,3
DH02261,23/06/2025,KH0100,Hồ Chí Minh,Thực phẩm,135000,4,Ví điện tử,1
DH02262,23/06/2025,KH0353,Hà Nội,Đồ uống,45000,3,Ví điện tử,5
DH02263,23/06/2025,KH0366,Huế,Thực phẩm,125000,4,Chuyển khoản,
DH02264,23/06/2025,KH0211,Cần Thơ,Đồ uống,26000,6,Tiền mặt,5
DH02265,23/06/2025,KH0330,Hà Nội,Đồ uống,42000,3,Chuyển khoản,5
DH02266,23/06/2025,KH0423,Hà Nội,Văn phòng phẩm,43000,1,Ví điện tử,3
DH02267,23/06/2025,KH0408,Đà Nẵng ,Thực phẩm,141000,4,Tiền mặt,5
DH02268,23/06/2025,KH0443,Đà Nẵng,Đồ uống,33000,3,Ví điện tử,2
DH02269,23/06/2025,KH0420,Đà Nẵng,Thực phẩm,74000,4,Ví điện tử,3
DH02270,23/06/2025,KH0227,  Hồ Chí Minh,Mỹ phẩm,208000,4,Tiền mặt,
DH02271,23/06/2025,KH0298,Hồ Chí Minh,Văn phòng phẩm,60000,8,Ví điện tử,
DH02272,23/06/2025,KH0180,  Đà Nẵng,Đồ uống,32000,8,Chuyển khoản,
DH02273,23/06/2025,KH0323,Đà Nẵng,Thực phẩm,62000,5,Ví điện tử,4
DH02274,23/06/2025,KH0155,Hồ Chí Minh,Mỹ phẩm,343000,1,Tiền mặt,2
DH02275,23/06/2025,KH0166,Cần Thơ,Thực phẩm,34000,4,Tiền mặt,
DH02276,24/06/2025,KH0143,Huế,Thực phẩm,128000,2,Tiền mặt,
DH02277,24/06/2025,KH0274,Đà Nẵng,Thực phẩm,75000,3,Tiền mặt,4
DH02278,24/06/2025,KH0060,HÀ NỘI,Mỹ phẩm,345000,3,Ví điện tử,1
DH02279,24/06/2025,KH0069,Hồ Chí Minh ,Thực phẩm,104000,2,Ví điện tử,2
DH02280,24/06/2025,KH0335,Cần Thơ,Mỹ phẩm,416000,2,Ví điện tử,
DH02281,24/06/2025,KH0493,Hà Nội,Văn phòng phẩm,29000,5,Ví điện tử,
DH02282,24/06/2025,KH0049,hồ chí minh,Văn phòng phẩm,19000,3,Chuyển khoản,4
DH02283,24/06/2025,KH0076,Hồ Chí Minh,Mỹ phẩm,296000,3,Tiền mặt,
DH02284,24/06/2025,KH0349,Hà Nội,Đồ uống,45000,5,Ví điện tử,4
DH02285,24/06/2025,KH0427,Hà Nội,Văn phòng phẩm,38000,2,Tiền mặt,3
DH02286,24/06/2025,KH0306,Hồ Chí Minh,Đồ uống,22000,6,Ví điện tử,3
DH02287,24/06/2025,KH0298,Đà Nẵng,Thực phẩm,36000,2,Tiền mặt,1
DH02288,24/06/2025,KH0085,Đà Nẵng,Gia dụng,444000,4,Ví điện tử,3
DH02289,24/06/2025,KH0385, hà nội  ,Đồ uống,33000,3,Ví điện tử,4
DH02290,24/06/2025,,HUẾ,Đồ uống,18000,4,Chuyển khoản,3
DH02291,24/06/2025,KH0020,Hà Nội,Mỹ phẩm,159000,6,Ví điện tử,
DH02292,24/06/2025,KH0379,Đà Nẵng,Mỹ phẩm,389000,3,Ví điện tử,3
DH02293,25/06/2025,KH0149,Hà Nội,Thực phẩm,96000,4,Ví điện tử,5
DH02294,25/06/2025,KH0280,HÀ NỘI,Thực phẩm,131000,6,Chuyển khoản,5
DH02295,25/06/2025,,Cần Thơ,Đồ uống,26000,3,Tiền mặt,
DH02296,25/06/2025,KH0151,Hà Nội,Thực phẩm,122000,4,Chuyển khoản,
DH02297,25/06/2025,KH0068,ĐÀ NẴNG,Gia dụng,278000,2,Chuyển khoản,
DH02298,25/06/2025,KH0394,Hà Nội,Thực phẩm,72000,3,Chuyển khoản,
DH02299,25/06/2025,KH0454,HỒ CHÍ MINH,Gia dụng,273000,2,Ví điện tử,5
DH02300,25/06/2025,KH0132,Đà Nẵng,Đồ uống,16000,4,Chuyển khoản,
DH02301,25/06/2025,KH0282,Đà Nẵng ,Đồ uống,43000,2,Ví điện tử,3
DH02302,25/06/2025,KH0131,Hà Nội,Đồ uống,14000,2,Ví điện tử,2
DH02303,25/06/2025,KH0127,Hồ Chí Minh,Thực phẩm,31000,1,Chuyển khoản,3
DH02304,25/06/2025,KH0362,Hà Nội,Văn phòng phẩm,57000,,Ví điện tử,4
DH02305,25/06/2025,KH0491,Cần Thơ,Mỹ phẩm,107000,2,Ví điện tử,5
DH02306,25/06/2025,KH0199,Hồ Chí Minh,Mỹ phẩm,372000,3,Ví điện tử,
DH02307,26/06/2025,KH0146,Hồ Chí Minh,Mỹ phẩm,335000,3,Ví điện tử,4
DH02308,26/06/2025,KH0299,Đà Nẵng,Đồ uống,34000,2,Ví điện tử,
DH02309,26/06/2025,KH0306,Hà Nội,Đồ uống,39000,4,Ví điện tử,
DH02310,26/06/2025,KH0240,Huế,Đồ uống,17000,6,Ví điện tử,4
DH02311,26/06/2025,KH0400,Cần Thơ,Thực phẩm,58000,2,Tiền mặt,3
DH02312,26/06/2025,KH0371,Hồ Chí Minh,Thực phẩm,120000,4,Chuyển khoản,4
DH02313,26/06/2025,KH0375,Hồ Chí Minh,Đồ uống,17000,4,Ví điện tử,4
DH02314,26/06/2025,KH0257,Hồ Chí Minh,Thực phẩm,109000,3,Tiền mặt,3
DH02315,26/06/2025,KH0387,Cần Thơ,Đồ uống,24000,8,Tiền mặt,4
DH02316,26/06/2025,KH0219, hà nội  ,Thực phẩm,26000,3,Ví điện tử,2
DH02317,26/06/2025,KH0047,Hà Nội,Thực phẩm,51000,6,Tiền mặt,
DH02318,26/06/2025,,CẦN THƠ,Văn phòng phẩm,18000,5,Ví điện tử,
DH02319,26/06/2025,KH0487,  Hồ Chí Minh,Văn phòng phẩm,53000,11,Tiền mặt,5
DH02320,26/06/2025,KH0328,Hà Nội,Mỹ phẩm,194000,2,Chuyển khoản,
DH02321,26/06/2025,KH0414,Huế,Mỹ phẩm,255000,1,Tiền mặt,4
DH02322,26/06/2025,KH0476,Huế,Thực phẩm,87000,2,Tiền mặt,3
DH02323,26/06/2025,KH0002,Hồ Chí Minh,Đồ uống,14000,4,Ví điện tử,3
DH02324,26/06/2025,KH0009,Cần Thơ,Thực phẩm,20000,4,Tiền mặt,3
DH02325,26/06/2025,KH0297,Hà Nội,Mỹ phẩm,424000,5,Chuyển khoản,4
DH02326,26/06/2025,KH0184,Hồ Chí Minh,Mỹ phẩm,439000,3,Tiền mặt,
DH02327,26/06/2025,KH0110,Đà Nẵng,Thực phẩm,81000,2,Tiền mặt,2
DH02328,27/06/2025,,Đà Nẵng,Văn phòng phẩm,20000,3,Chuyển khoản,4
DH02329,27/06/2025,KH0219,Huế,Đồ uống,34000,4,Chuyển khoản,5
DH02330,27/06/2025,KH0441,Hà Nội,Thực phẩm,67000,2,Chuyển khoản,3
DH02331,27/06/2025,KH0404,Hà Nội,Văn phòng phẩm,60000,2,Ví điện tử,4
DH02332,27/06/2025,KH0081,Huế,Thực phẩm,52000,2,Chuyển khoản,4
DH02333,27/06/2025,KH0227,Cần Thơ,Gia dụng,462000,3,Chuyển khoản,4
DH02334,27/06/2025,KH0310,Cần Thơ,Mỹ phẩm,141000,1,Ví điện tử,5
DH02335,27/06/2025,KH0175,Đà Nẵng,Thực phẩm,135000,,Ví điện tử,5
DH02336,27/06/2025,KH0011,Hồ Chí Minh,Văn phòng phẩm,33000,2,Ví điện tử,
DH02337,27/06/2025,KH0343, đà nẵng  ,Văn phòng phẩm,31000,,Tiền mặt,4
DH02338,27/06/2025,KH0055,Hà Nội,Mỹ phẩm,306000,2,Chuyển khoản,2
DH02339,27/06/2025,KH0203,Đà Nẵng,Gia dụng,442000,1,Ví điện tử,3
DH02339,27/06/2025,KH0203,Đà Nẵng,Gia dụng,442000,1,Ví điện tử,3
DH02340,27/06/2025,KH0469,Hồ Chí Minh,Mỹ phẩm,234000,1,Tiền mặt,3
DH02341,27/06/2025,KH0225,Đà Nẵng,Văn phòng phẩm,58000,,Chuyển khoản,3
DH02342,27/06/2025,KH0212,Huế,Thực phẩm,69000,5,Ví điện tử,3
DH02343,27/06/2025,KH0428,Hà Nội,Đồ uống,21000,2,Ví điện tử,
DH02344,27/06/2025,KH0269,Hồ Chí Minh,Đồ uống,34000,3,Chuyển khoản,4
DH02345,28/06/2025,KH0125,Hà Nội,Gia dụng,345000,3,Tiền mặt,
DH02346,28/06/2025,KH0065,Hà Nội,Gia dụng,333000,2,Tiền mặt,3
DH02347,28/06/2025,KH0448,Cần Thơ,Đồ uống,31000,5,Chuyển khoản,3
DH02348,28/06/2025,KH0035,Hồ Chí Minh,Thực phẩm,35000,4,Ví điện tử,3
DH02349,28/06/2025,KH0403,  Hồ Chí Minh,Mỹ phẩm,131000,2,Ví điện tử,3
DH02350,28/06/2025,KH0497,Hồ Chí Minh,Mỹ phẩm,207000,5,Ví điện tử,4
DH02351,28/06/2025,KH0113,Hà Nội,Thực phẩm,90000,3,Tiền mặt,4
DH02352,28/06/2025,KH0111,Hồ Chí Minh,Đồ uống,16000,4,Chuyển khoản,3
DH02353,28/06/2025,KH0332,Hồ Chí Minh,Văn phòng phẩm,21000,4,Ví điện tử,4
DH02354,28/06/2025,KH0042,Hồ Chí Minh,Mỹ phẩm,310000,2,Chuyển khoản,4
DH02355,28/06/2025,KH0466,Cần Thơ,Thực phẩm,98000,4,Ví điện tử,4
DH02356,28/06/2025,KH0179,Hồ Chí Minh,Gia dụng,539000,1,Ví điện tử,5
DH02357,28/06/2025,KH0328,Đà Nẵng,Đồ uống,33000,4,Tiền mặt,4
DH02358,28/06/2025,KH0069,Đà Nẵng,Mỹ phẩm,419000,2,Chuyển khoản,5
DH02359,28/06/2025,KH0438,Cần Thơ,Thực phẩm,113000,4,Chuyển khoản,4
DH02360,28/06/2025,KH0098,Hà Nội,Đồ uống,45000,1,Chuyển khoản,4
DH02361,28/06/2025,,Hồ Chí Minh,Mỹ phẩm,248000,2,Ví điện tử,1
DH02362,28/06/2025,KH0003,Hà Nội,Văn phòng phẩm,31000,2,Ví điện tử,4
DH02363,28/06/2025,KH0026,Hồ Chí Minh,Mỹ phẩm,154000,7,Ví điện tử,
DH02364,29/06/2025,,Hồ Chí Minh,Gia dụng,319000,1,Ví điện tử,4
DH02365,29/06/2025,KH0157,Đà Nẵng,Thực phẩm,34000,4,Tiền mặt,
DH02366,29/06/2025,KH0239,Hồ Chí Minh,Thực phẩm,54000,,Tiền mặt,3
DH02367,29/06/2025,KH0090,Hồ Chí Minh,Thực phẩm,80000,2,Chuyển khoản,4
DH02368,29/06/2025,KH0307,Hà Nội,Thực phẩm,59000,1,Ví điện tử,
DH02369,29/06/2025,KH0196,Huế,Thực phẩm,74000,2,Chuyển khoản,3
DH02370,29/06/2025,KH0085,Hồ Chí Minh,Đồ uống,20000,6,Tiền mặt,4
DH02371,29/06/2025,KH0399,Hồ Chí Minh ,Đồ uống,43000,3,Tiền mặt,
DH02372,29/06/2025,KH0268,Cần Thơ,Văn phòng phẩm,24000,,Chuyển khoản,2
DH02373,29/06/2025,KH0123,đà nẵng,Mỹ phẩm,372000,2,Tiền mặt,3
DH02374,29/06/2025,KH0078,Cần Thơ,Đồ uống,35000,5,Tiền mặt,5
DH02375,29/06/2025,KH0117,Hà Nội,Thực phẩm,49000,8,Chuyển khoản,1
DH02376,29/06/2025,KH0311,Hà Nội,Văn phòng phẩm,32000,7,Ví điện tử,5
DH02377,29/06/2025,KH0376,Hồ Chí Minh,Đồ uống,39000,5,Ví điện tử,2
DH02378,29/06/2025,KH0027,Đà Nẵng,Gia dụng,106000,2,Tiền mặt,5
DH02379,29/06/2025,KH0081,Đà Nẵng,Gia dụng,164000,5,Tiền mặt,5
DH02380,29/06/2025,KH0417,đà nẵng,Thực phẩm,65000,7,Ví điện tử,1
DH02381,29/06/2025,KH0250, cần thơ  ,Thực phẩm,123000,1,Tiền mặt,5
DH02382,29/06/2025,KH0048,Hồ Chí Minh,Đồ uống,37000,4,Tiền mặt,4
DH02383,29/06/2025,KH0403,Đà Nẵng,Mỹ phẩm,241000,2,Ví điện tử,4
DH02384,30/06/2025,KH0392,Huế,Đồ uống,29000,2,Tiền mặt,1
DH02385,30/06/2025,KH0423,Đà Nẵng,Thực phẩm,143000,1,Tiền mặt,5
DH02386,30/06/2025,KH0007,Đà Nẵng ,Đồ uống,45000,5,Ví điện tử,1
DH02387,30/06/2025,KH0085,Hà Nội,Văn phòng phẩm,53000,3,Chuyển khoản,3
DH02388,30/06/2025,KH0068,Hà Nội,Đồ uống,37000,2,Chuyển khoản,4
DH02389,30/06/2025,KH0204,Đà Nẵng,Đồ uống,25000,5,Ví điện tử,2
